ID,collect_datetime,step_count
#GEOVWK,2022-08-04,105
#GEOVWK,2022-08-05,68
#GEOVWK,2022-08-07,17
#GEOVWK,2022-08-08,3253
#GEOVWK,2022-08-15,109
#GEOVWK,2022-08-16,1145
#GITGJQ,2022-07-21,589
#GITGJQ,2022-07-25,4138
#GITGJQ,2022-07-26,7631
#GITGJQ,2022-07-27,436
#GITGJQ,2022-07-29,58
#GITGJQ,2022-07-30,102
#GITGJQ,2022-08-01,353
#GITGJQ,2022-08-04,6
#GRCXDF,2022-07-14,6064
#GRCXDF,2022-07-15,4018
#GRCXDF,2022-07-18,3230
#GRCXDF,2022-07-20,2754
#GRCXDF,2022-07-21,2411
#GRCXDF,2022-07-23,5116
#GRCXDF,2022-07-25,43
#GRCXDF,2022-07-26,8045
#GRCXDF,2022-07-27,2182
#GRCXDF,2022-07-28,4455
#GRCXDF,2022-07-29,5184
#GRCXDF,2022-07-30,3845
#GRCXDF,2022-07-31,5140
#GRCXDF,2022-08-02,3074
#GRCXDF,2022-08-03,4054
#GRCXDF,2022-08-04,6612
#GRCXDF,2022-08-05,6974
#GRCXDF,2022-08-06,6421
#GRCXDF,2022-08-07,58
#GRCXDF,2022-08-08,6516
#GRCXDF,2022-08-09,6485
#GRCXDF,2022-08-10,6722
#GRCXDF,2022-08-11,4608
#GRCXDF,2022-08-12,3614
#GRCXDF,2022-08-13,1496
#GRCXDF,2022-08-14,16
#GRCXDF,2022-08-15,105
#GRCXDF,2022-08-16,2179
#GRCXDF,2022-08-17,2044
#GRCXDF,2022-08-18,7675
#GRCXDF,2022-08-19,6365
#GRCXDF,2022-08-20,6444
#GRCXDF,2022-08-21,36
#GRCXDF,2022-08-22,3970
#GRCXDF,2022-08-23,8263
#GRCXDF,2022-08-24,4984
#GRCXDF,2022-08-25,6413
#GRNKCF,2022-07-16,317
#GRNKCF,2022-07-17,5113
#GRNKCF,2022-07-19,3955
#GRNKCF,2022-07-20,6986
#GRNKCF,2022-07-21,7201
#GRNKCF,2022-07-22,9528
#GRNKCF,2022-07-23,160
#GRNKCF,2022-07-24,3111
#GRNKCF,2022-07-25,6933
#GRNKCF,2022-07-26,10588
#GRNKCF,2022-07-27,156
#GRNKCF,2022-07-28,123
#GRNKCF,2022-07-29,4011
#GRNKCF,2022-07-30,3266
#GRNKCF,2022-07-31,1885
#GRNKCF,2022-08-01,4596
#GRNKCF,2022-08-02,204
#GRNKCF,2022-08-03,1686
#GRNKCF,2022-08-04,3385
#GRNKCF,2022-08-05,7987
#GRNKCF,2022-08-06,127
#GRNKCF,2022-08-07,3710
#GRNKCF,2022-08-08,8533
#GRNKCF,2022-08-09,130
#GRNKCF,2022-08-10,13371
#GRNKCF,2022-08-11,5263
#GRNKCF,2022-08-12,8567
#GRNKCF,2022-08-13,51
#GRNKCF,2022-08-14,3625
#GRNKCF,2022-08-15,62
#GRNKCF,2022-08-16,1107
#GRNKCF,2022-08-17,31
#GRNKCF,2022-08-18,19
#GRNKCF,2022-08-19,7948
#GRNKCF,2022-08-20,5400
#GRNKCF,2022-08-21,3770
#GRNKCF,2022-08-22,3507
#GRNKCF,2022-08-23,83
#GRNKCF,2022-08-24,8664
#GRNKCF,2022-08-25,176
#GRNKCF,2022-08-26,87
#GVPAOZ,2022-07-15,628
#GVPAOZ,2022-07-17,2472
#GVPAOZ,2022-07-18,1306
#GVPAOZ,2022-07-19,1038
#GVPAOZ,2022-07-20,117
#GVPAOZ,2022-07-21,1286
#GVPAOZ,2022-07-23,290
#GVPAOZ,2022-07-24,388
#GVPAOZ,2022-07-25,111
#GVPAOZ,2022-07-27,145
#GVPAOZ,2022-07-28,55
#GVPAOZ,2022-07-29,45
#GVPAOZ,2022-07-30,22
#GVPAOZ,2022-07-31,520
#GVPAOZ,2022-08-02,212
#GVPAOZ,2022-08-03,30
#GVPAOZ,2022-08-06,399
#GVPAOZ,2022-08-07,419
#GVPAOZ,2022-08-08,3022
#GVPAOZ,2022-08-11,65
#GVPAOZ,2022-08-12,661
#GVPAOZ,2022-08-13,891
#GVPAOZ,2022-08-14,491
#GVPAOZ,2022-08-18,1849
#GVPAOZ,2022-08-20,28
#GVPAOZ,2022-08-21,577
#GVPAOZ,2022-08-22,4975
#GVPAOZ,2022-08-23,1297
#GVPAOZ,2022-08-24,1889
#GZBICQ,2022-07-14,10014
#HBGGNH,2022-07-17,2107
#HCFQLT,2022-07-15,10988
#HCFQLT,2022-07-17,6186
#HCFQLT,2022-07-18,8750
#HCFQLT,2022-07-19,13401
#HCFQLT,2022-07-20,13182
#HCFQLT,2022-07-21,8893
#HCFQLT,2022-07-22,15031
#HCFQLT,2022-07-23,60
#HCFQLT,2022-07-27,852
#HCFQLT,2022-07-29,111
#HCFQLT,2022-07-31,1794
#HCFQLT,2022-08-01,2478
#HCFQLT,2022-08-02,4040
#HCFQLT,2022-08-03,5872
#HCFQLT,2022-08-04,6836
#HCFQLT,2022-08-05,121
#HCFQLT,2022-08-06,3396
#HCFQLT,2022-08-07,5454
#HCFQLT,2022-08-08,5417
#HCFQLT,2022-08-09,793
#HCFQLT,2022-08-10,8264
#HCFQLT,2022-08-11,2735
#HCFQLT,2022-08-12,4243
#HCFQLT,2022-08-13,3428
#HCFQLT,2022-08-14,1853
#HCFQLT,2022-08-15,7089
#HCFQLT,2022-08-16,1685
#HCFQLT,2022-08-17,103
#HCFQLT,2022-08-20,1353
#HCFQLT,2022-08-22,3043
#HCFQLT,2022-08-24,713
#HCFQLT,2022-08-25,663
#HETCQN,2022-07-15,57
#HETCQN,2022-07-17,15431
#HETCQN,2022-07-22,5345
#HETCQN,2022-07-23,3653
#HETCQN,2022-07-24,3940
#HETCQN,2022-07-25,3506
#HETCQN,2022-07-26,907
#HGAHBC,2022-07-27,715
#HGAHBC,2022-07-28,438
#HHUVMN,2022-08-17,17
#HHUVMN,2022-08-18,178
#HHUVMN,2022-08-19,25
#HHUVMN,2022-08-22,22
#HHUVMN,2022-08-23,32
#HQAHCW,2022-07-17,580
#HRZAFQ,2022-07-17,135
#HRZAFQ,2022-07-20,5251
#HRZAFQ,2022-07-26,3435
#HSRCMZ,2022-07-27,17993
#HSRCMZ,2022-07-29,5789
#HSRCMZ,2022-08-07,1027
#HSRCMZ,2022-08-12,4106
#HSRCMZ,2022-08-23,12
#HXELMF,2022-07-21,15
#HXELMF,2022-08-16,18
#HZNEJH,2022-07-14,6267
#HZNEJH,2022-07-15,11
#HZNEJH,2022-07-18,6004
#HZNEJH,2022-07-25,2482
#HZNEJH,2022-07-26,2419
#HZNEJH,2022-07-31,695
#HZNEJH,2022-08-05,4864
#IANFHE,2022-07-23,1113
#IANFHE,2022-07-24,4073
#IANFHE,2022-07-25,126
#IANFHE,2022-07-26,668
#IANFHE,2022-07-27,169
#IANFHE,2022-07-28,108
#IANFHE,2022-07-29,13
#IANFHE,2022-07-30,20
#IANFHE,2022-07-31,210
#IANFHE,2022-08-02,5286
#IANFHE,2022-08-03,4435
#IANFHE,2022-08-04,3124
#IANFHE,2022-08-05,6766
#IANFHE,2022-08-07,2234
#IANFHE,2022-08-08,606
#IANFHE,2022-08-09,2635
#IANFHE,2022-08-10,2041
#IANFHE,2022-08-11,3088
#IANFHE,2022-08-12,6711
#IANFHE,2022-08-13,1879
#IANFHE,2022-08-14,504
#IANFHE,2022-08-16,4303
#IANFHE,2022-08-17,4600
#IANFHE,2022-08-18,4154
#IANFHE,2022-08-19,8002
#IANFHE,2022-08-20,2189
#IANFHE,2022-08-21,1868
#IANFHE,2022-08-22,7474
#IANFHE,2022-08-23,7711
#IANFHE,2022-08-24,6715
#IANFHE,2022-08-25,7036
#IANFHE,2022-08-26,4220
#IEBCPX,2022-07-15,3484
#IEBCPX,2022-07-17,2186
#IEBCPX,2022-07-19,1910
#IEBCPX,2022-07-23,522
#IEBCPX,2022-07-29,3733
#IEBCPX,2022-08-05,20
#IEBCPX,2022-08-09,15
#IGMKBO,2022-07-14,4075
#IGMKBO,2022-07-16,52
#IGMKBO,2022-07-17,16838
#IGMKBO,2022-07-18,5560
#IGMKBO,2022-07-19,4777
#IGMKBO,2022-07-20,3
#IIMWCG,2022-07-15,7789
#IIMWCG,2022-07-16,6351
#IIMWCG,2022-07-17,21
#IIMWCG,2022-07-18,7792
#IIMWCG,2022-07-19,3965
#IIMWCG,2022-07-20,58
#IIMWCG,2022-08-16,4216
#IIMWCG,2022-08-18,22
#IRGYPQ,2022-07-14,247
#IRGYPQ,2022-08-01,5302
#IRGYPQ,2022-08-02,2879
#ITIIRM,2022-08-04,3559
#ITIIRM,2022-08-05,1008
#ITIIRM,2022-08-20,513
#IUAZSD,2022-07-27,47
#IUAZSD,2022-07-28,4900
#IUAZSD,2022-07-29,380
#IUAZSD,2022-07-31,53
#IUAZSD,2022-08-03,2707
#IUAZSD,2022-08-04,3483
#IUAZSD,2022-08-05,1346
#IUAZSD,2022-08-06,7
#IUAZSD,2022-08-07,485
#IUAZSD,2022-08-10,1976
#IUAZSD,2022-08-11,1534
#IUAZSD,2022-08-19,1439
#IWSRFH,2022-07-14,16
#IWSRFH,2022-07-16,48
#IWSRFH,2022-07-20,11572
#IWSRFH,2022-08-12,13195
#IXXFRX,2022-07-18,16579
#IXXFRX,2022-07-25,8404
#IXXFRX,2022-07-26,4194
#IXXFRX,2022-07-27,12769
#IXXFRX,2022-08-01,4287
#IXXFRX,2022-08-02,3144
#IXXFRX,2022-08-03,448
#JAILCA,2022-07-27,18914
#JFNQJL,2022-07-14,83
#JFNQJL,2022-07-15,77
#JFNQJL,2022-07-17,2480
#JFNQJL,2022-07-18,5904
#JFNQJL,2022-07-19,13197
#JFNQJL,2022-07-20,5571
#JFNQJL,2022-07-30,673
#JFNQJL,2022-08-19,5362
#JFNQJL,2022-08-20,3742
#JFNQJL,2022-08-24,155
#JGRTRZ,2022-07-23,127
#JGRTRZ,2022-07-26,352
#JGRTRZ,2022-08-01,966
#JGRTRZ,2022-08-11,119
#JGRTRZ,2022-08-20,412
#JKBPKH,2022-07-16,2092
#JKBPKH,2022-07-17,3442
#JKBPKH,2022-07-18,2089
#JKBPKH,2022-07-19,3502
#JKBPKH,2022-07-20,705
#JKBPKH,2022-08-21,19
#JKRBGW,2022-07-14,389
#JKRBGW,2022-07-15,5566
#JKRBGW,2022-07-16,2329
#JKRBGW,2022-07-17,3340
#JKRBGW,2022-07-18,8607
#JKRBGW,2022-07-19,12717
#JKRBGW,2022-07-20,6657
#JKRBGW,2022-07-21,9236
#JKRBGW,2022-07-22,3993
#JKRBGW,2022-07-24,614
#JKRBGW,2022-07-26,465
#JMIGXO,2022-07-23,1606
#JMIGXO,2022-08-10,1194
#JMIGXO,2022-08-22,1239
#JMIGXO,2022-08-24,13
#JOMZOP,2022-07-14,53
#JOMZOP,2022-07-15,8217
#JOMZOP,2022-07-16,6265
#JOMZOP,2022-07-17,21804
#JOMZOP,2022-07-18,9038
#JOMZOP,2022-07-19,13101
#JOMZOP,2022-07-20,16019
#JOMZOP,2022-07-22,2631
#JOMZOP,2022-07-23,528
#JOMZOP,2022-07-24,5767
#JOMZOP,2022-07-25,11001
#JOMZOP,2022-07-26,577
#JOMZOP,2022-07-27,6143
#JOMZOP,2022-07-28,22
#JOMZOP,2022-07-29,4669
#JOMZOP,2022-07-30,2648
#JOMZOP,2022-07-31,4721
#JOMZOP,2022-08-01,699
#JOMZOP,2022-08-02,34
#JOMZOP,2022-08-03,5376
#JOMZOP,2022-08-04,5320
#JOMZOP,2022-08-05,3521
#JOMZOP,2022-08-06,15839
#JOMZOP,2022-08-07,11873
#JOMZOP,2022-08-08,42
#JOMZOP,2022-08-09,1346
#JOMZOP,2022-08-10,3074
#JOMZOP,2022-08-11,10237
#JOMZOP,2022-08-12,4911
#JOMZOP,2022-08-13,14951
#JOMZOP,2022-08-14,8582
#JOMZOP,2022-08-15,3892
#JOMZOP,2022-08-16,7692
#JOMZOP,2022-08-17,2366
#JOMZOP,2022-08-18,1944
#JOMZOP,2022-08-19,42
#JOMZOP,2022-08-21,252
#JOMZOP,2022-08-22,2957
#JOMZOP,2022-08-23,8879
#JOMZOP,2022-08-24,8591
#JOMZOP,2022-08-26,116
#JPXADO,2022-07-17,284
#JPXADO,2022-07-19,910
#JQTVIW,2022-07-26,10147
#JQTVIW,2022-07-27,1020
#JQTVIW,2022-07-29,427
#JQTVIW,2022-08-01,4307
#JQTVIW,2022-08-05,3107
#JTOFEH,2022-07-24,14
#JTOFEH,2022-07-26,371
#JTOFEH,2022-07-27,127
#JTOFEH,2022-07-28,173
#JTOFEH,2022-07-29,51
#JTOFEH,2022-07-30,94
#JTOFEH,2022-07-31,725
#JTOFEH,2022-08-01,8802
#JTOFEH,2022-08-02,2441
#JTOFEH,2022-08-03,12443
#JTOFEH,2022-08-04,10606
#JTOFEH,2022-08-05,5534
#JTOFEH,2022-08-06,4563
#JTOFEH,2022-08-07,12899
#JTOFEH,2022-08-08,8778
#JTOFEH,2022-08-09,2643
#JTOFEH,2022-08-10,3792
#JTOFEH,2022-08-11,10243
#JTOFEH,2022-08-12,7179
#JTOFEH,2022-08-13,16203
#JTOFEH,2022-08-14,1847
#JTOFEH,2022-08-15,1734
#JTOFEH,2022-08-16,1472
#JTOFEH,2022-08-17,2316
#JTOFEH,2022-08-18,6426
#JTOFEH,2022-08-19,2497
#JTOFEH,2022-08-20,11305
#JTOFEH,2022-08-21,3365
#JTOFEH,2022-08-22,3987
#JTOFEH,2022-08-23,10341
#JTOFEH,2022-08-24,4884
#JTOFEH,2022-08-25,9977
#JTOFEH,2022-08-26,185
#JZPRLS,2022-07-18,4874
#JZPRLS,2022-07-20,582
#JZPRLS,2022-07-29,1652
#JZPRLS,2022-07-30,18
#JZPRLS,2022-08-01,1842
#JZPRLS,2022-08-03,3805
#JZPRLS,2022-08-04,3776
#JZPRLS,2022-08-05,5887
#JZPRLS,2022-08-06,1491
#JZPRLS,2022-08-07,781
#JZPRLS,2022-08-08,6026
#JZPRLS,2022-08-09,3159
#JZPRLS,2022-08-10,5504
#JZPRLS,2022-08-11,4854
#JZPRLS,2022-08-12,5017
#JZPRLS,2022-08-13,3486
#JZPRLS,2022-08-14,307
#JZPRLS,2022-08-16,11235
#JZPRLS,2022-08-17,4985
#JZPRLS,2022-08-18,5849
#JZPRLS,2022-08-19,3541
#JZPRLS,2022-08-22,5576
#JZPRLS,2022-08-23,6218
#JZPRLS,2022-08-24,4099
#JZPRLS,2022-08-25,3753
#JZPRLS,2022-08-26,2988
#JZSYBW,2022-07-20,2367
#JZSYBW,2022-07-26,5133
#JZSYBW,2022-08-13,2015
#KDBKVW,2022-07-16,3110
#KDBKVW,2022-07-17,24
#KDBKVW,2022-07-19,2676
#KDBKVW,2022-07-20,4901
#KDBKVW,2022-07-21,2623
#KDBKVW,2022-07-22,3559
#KDBKVW,2022-07-23,1814
#KDBKVW,2022-07-24,985
#KDBKVW,2022-07-26,14
#KDBKVW,2022-07-28,15
#KDBKVW,2022-07-31,57
#KDBKVW,2022-08-01,7
#KDBKVW,2022-08-02,19
#KDBKVW,2022-08-03,119
#KDBKVW,2022-08-05,5851
#KDBKVW,2022-08-06,89
#KDBKVW,2022-08-07,54
#KDBKVW,2022-08-08,1942
#KDBKVW,2022-08-09,112
#KDBKVW,2022-08-10,1184
#KDBKVW,2022-08-11,198
#KDBKVW,2022-08-12,2281
#KDBKVW,2022-08-13,16
#KDBKVW,2022-08-15,990
#KDBKVW,2022-08-16,1735
#KDBKVW,2022-08-17,6562
#KDBKVW,2022-08-18,71
#KDBKVW,2022-08-19,95
#KDBKVW,2022-08-21,676
#KDBKVW,2022-08-22,1372
#KDBKVW,2022-08-24,2132
#KDEVLM,2022-07-14,11883
#KDEVLM,2022-07-15,20029
#KDEVLM,2022-07-16,7005
#KDEVLM,2022-07-17,6221
#KDEVLM,2022-07-18,11463
#KDEVLM,2022-07-19,8841
#KDEVLM,2022-07-20,8670
#KDEVLM,2022-07-21,8430
#KDEVLM,2022-07-22,12217
#KDEVLM,2022-07-23,2190
#KDEVLM,2022-07-24,197
#KDEVLM,2022-07-25,51
#KDEVLM,2022-07-26,597
#KDEVLM,2022-07-28,1845
#KDEVLM,2022-07-29,3263
#KDEVLM,2022-08-09,405
#KDEVLM,2022-08-10,3238
#KDEVLM,2022-08-11,8339
#KDEVLM,2022-08-12,3876
#KDEVLM,2022-08-13,3110
#KDEVLM,2022-08-14,11717
#KDEVLM,2022-08-15,18502
#KDEVLM,2022-08-16,4265
#KDEVLM,2022-08-17,3664
#KDEVLM,2022-08-18,4019
#KDEVLM,2022-08-19,3579
#KDEVLM,2022-08-20,1934
#KDEVLM,2022-08-22,5163
#KDEVLM,2022-08-23,36
#KDEVLM,2022-08-24,397
#KDEVLM,2022-08-25,62
#KDEVLM,2022-08-26,88
#KFYWTY,2022-07-22,750
#KFYWTY,2022-07-23,15742
#KFYWTY,2022-07-24,15012
#KFYWTY,2022-07-25,14798
#KFYWTY,2022-07-26,27460
#KFYWTY,2022-07-27,25219
#KFYWTY,2022-07-28,3516
#KFYWTY,2022-08-03,410
#KFYWTY,2022-08-05,3972
#KKLNZR,2022-07-21,7
#KKLNZR,2022-07-22,18522
#KKLNZR,2022-07-23,5795
#KKLNZR,2022-07-24,7842
#KKLNZR,2022-07-25,11465
#KKLNZR,2022-07-26,15544
#KKLNZR,2022-07-27,24329
#KKLNZR,2022-07-28,15577
#KKLNZR,2022-07-29,8524
#KKLNZR,2022-07-30,7624
#KKLNZR,2022-07-31,188
#KKLNZR,2022-08-01,4800
#KKLNZR,2022-08-02,3902
#KKLNZR,2022-08-03,8214
#KKLNZR,2022-08-04,10703
#KKLNZR,2022-08-05,11653
#KKLNZR,2022-08-06,6649
#KKLNZR,2022-08-07,3773
#KKLNZR,2022-08-08,8068
#KKLNZR,2022-08-09,9870
#KKLNZR,2022-08-10,8641
#KKLNZR,2022-08-11,14210
#KKLNZR,2022-08-12,9364
#KKLNZR,2022-08-13,5022
#KKLNZR,2022-08-14,5226
#KKLNZR,2022-08-15,17660
#KKLNZR,2022-08-16,7288
#KKLNZR,2022-08-17,13089
#KKLNZR,2022-08-18,15383
#KKLNZR,2022-08-19,11208
#KKLNZR,2022-08-20,8262
#KKLNZR,2022-08-21,18110
#KKLNZR,2022-08-22,7384
#KKLNZR,2022-08-23,13801
#KKLNZR,2022-08-24,19464
#KKLNZR,2022-08-25,21247
#KKLNZR,2022-08-26,48
#KLKMEI,2022-08-18,6
#KMHAIH,2022-07-19,8
#KMHAIH,2022-07-20,5806
#KMHAIH,2022-07-21,2296
#KMHAIH,2022-07-22,3312
#KMHAIH,2022-07-23,639
#KMHAIH,2022-07-24,1703
#KMHAIH,2022-08-16,327
#KNXRSA,2022-07-18,10
#KNXRSA,2022-07-27,66
#KNXRSA,2022-07-28,5341
#KNXRSA,2022-07-29,5163
#KNXRSA,2022-08-01,2131
#KNXRSA,2022-08-04,2801
#KPADZN,2022-07-26,8
#KQDTRY,2022-07-28,1477
#KQDTRY,2022-08-03,29
#KQDTRY,2022-08-04,5596
#KQDTRY,2022-08-05,4536
#KQDTRY,2022-08-06,240
#KQDTRY,2022-08-07,348
#KQDTRY,2022-08-14,163
#KQDTRY,2022-08-19,10125
#KQDTRY,2022-08-20,338
#KQDTRY,2022-08-21,188
#KQDTRY,2022-08-23,7508
#KQDTRY,2022-08-24,8462
#KQDTRY,2022-08-25,4975
#KRMDDH,2022-07-19,16973
#KRMDDH,2022-07-20,12301
#KRMDDH,2022-07-21,16643
#KRMDDH,2022-07-22,12893
#KRMDDH,2022-07-26,904
#KRMDDH,2022-07-29,342
#KRMDDH,2022-08-08,609
#KYDGDZ,2022-07-15,8531
#KYDGDZ,2022-07-16,7007
#KYDGDZ,2022-07-17,2353
#KYDGDZ,2022-07-18,5901
#KYDGDZ,2022-07-19,6787
#KYDGDZ,2022-07-20,8133
#KYDGDZ,2022-07-21,34
#KYDGDZ,2022-07-22,6060
#KYDGDZ,2022-07-23,3192
#KYDGDZ,2022-07-24,3032
#KYDGDZ,2022-07-25,6629
#KYDGDZ,2022-07-26,6016
#KYDGDZ,2022-07-27,3224
#KYDGDZ,2022-07-28,4403
#KYDGDZ,2022-07-29,3667
#KYDGDZ,2022-07-30,2990
#KYDGDZ,2022-07-31,2168
#KYDGDZ,2022-08-01,6170
#KYDGDZ,2022-08-02,5225
#KYDGDZ,2022-08-03,3692
#KYDGDZ,2022-08-04,5853
#KYDGDZ,2022-08-05,1335
#KYDGDZ,2022-08-06,5827
#KYDGDZ,2022-08-07,653
#KYDGDZ,2022-08-08,1568
#KYDGDZ,2022-08-09,5693
#KYDGDZ,2022-08-10,6548
#KYDGDZ,2022-08-11,6249
#KYDGDZ,2022-08-12,3318
#KYDGDZ,2022-08-13,21
#KYDGDZ,2022-08-14,3837
#KYDGDZ,2022-08-15,466
#KYDGDZ,2022-08-16,1634
#KYDGDZ,2022-08-17,4292
#KYDGDZ,2022-08-18,3096
#KYDGDZ,2022-08-19,2564
#KYDGDZ,2022-08-20,147
#KYDGDZ,2022-08-22,5162
#KYDGDZ,2022-08-23,4500
#KYDGDZ,2022-08-24,7230
#KYDGDZ,2022-08-25,5473
#KYDGDZ,2022-08-26,4523
#KYYXMG,2022-07-16,6478
#KYYXMG,2022-07-28,70
#KZRPVO,2022-07-22,4115
#KZRPVO,2022-07-23,3511
#KZRPVO,2022-07-24,7661
#KZRPVO,2022-07-25,37
#KZRPVO,2022-07-26,37
#KZRPVO,2022-07-27,48
#KZRPVO,2022-07-28,921
#KZRPVO,2022-07-29,23
#KZRPVO,2022-07-30,230
#KZRPVO,2022-07-31,903
#KZRPVO,2022-08-01,1420
#KZRPVO,2022-08-02,6210
#KZRPVO,2022-08-03,66
#KZRPVO,2022-08-04,5222
#KZRPVO,2022-08-05,12
#KZRPVO,2022-08-06,3393
#KZRPVO,2022-08-07,3541
#KZRPVO,2022-08-08,1798
#KZRPVO,2022-08-09,7987
#KZRPVO,2022-08-10,1033
#KZRPVO,2022-08-11,3649
#KZRPVO,2022-08-12,2812
#KZRPVO,2022-08-13,85
#KZRPVO,2022-08-14,360
#KZRPVO,2022-08-15,2437
#KZRPVO,2022-08-16,5982
#KZRPVO,2022-08-17,5551
#KZRPVO,2022-08-18,23
#KZRPVO,2022-08-19,3856
#KZRPVO,2022-08-20,6225
#KZRPVO,2022-08-21,1652
#KZRPVO,2022-08-22,5581
#KZRPVO,2022-08-23,5109
#KZRPVO,2022-08-24,7298
#KZRPVO,2022-08-25,5764
#KZRPVO,2022-08-26,42
#LFXYFH,2022-07-21,1802
#LFXYFH,2022-07-22,7160
#LFXYFH,2022-07-26,35
#LFXYFH,2022-07-28,23
#LFXYFH,2022-07-29,42
#LFXYFH,2022-07-31,34
#LFXYFH,2022-08-01,3187
#LFXYFH,2022-08-02,26
#LFXYFH,2022-08-03,2057
#LFXYFH,2022-08-04,1038
#LFXYFH,2022-08-05,4311
#LFXYFH,2022-08-07,73
#LFXYFH,2022-08-08,2001
#LFXYFH,2022-08-09,2073
#LFXYFH,2022-08-10,2129
#LFXYFH,2022-08-11,1933
#LFXYFH,2022-08-12,8800
#LFXYFH,2022-08-13,736
#LFXYFH,2022-08-15,11674
#LFXYFH,2022-08-16,2134
#LFXYFH,2022-08-17,1623
#LFXYFH,2022-08-18,4143
#LFXYFH,2022-08-19,3696
#LFXYFH,2022-08-20,23
#LFXYFH,2022-08-21,1531
#LFXYFH,2022-08-22,2481
#LFXYFH,2022-08-23,3690
#LFXYFH,2022-08-25,6795
#LIQKSR,2022-07-19,414
#LIQKSR,2022-07-20,7
#LIQKSR,2022-07-23,78
#LIQKSR,2022-07-27,550
#LIQKSR,2022-07-28,36
#LIQKSR,2022-08-03,18
#LIQKSR,2022-08-08,1179
#LIQKSR,2022-08-11,611
#LIQKSR,2022-08-21,85
#LIQKSR,2022-08-22,43
#LIQKSR,2022-08-23,91
#LIQKSR,2022-08-24,141
#LIQKSR,2022-08-25,74
#LLHYCB,2022-08-02,48
#LLHYCB,2022-08-03,435
#LLHYCB,2022-08-06,4748
#LLHYCB,2022-08-07,292
#LLHYCB,2022-08-08,15
#LLHYCB,2022-08-09,70
#LLHYCB,2022-08-10,2508
#LLHYCB,2022-08-11,32
#LLHYCB,2022-08-12,4742
#LLHYCB,2022-08-13,24
#LLHYCB,2022-08-14,3012
#LLHYCB,2022-08-16,2
#LLHYCB,2022-08-19,21
#LLHYCB,2022-08-22,27
#LLHYCB,2022-08-24,4146
#LLHYCB,2022-08-25,2830
#LLHYCB,2022-08-26,83
#LTOVFF,2022-07-22,4562
#LTOVFF,2022-07-30,80
#LTOVFF,2022-07-31,2138
#LWQUGV,2022-07-17,1209
#LWQUGV,2022-07-18,7910
#LWQUGV,2022-07-19,10964
#LWQUGV,2022-07-20,5063
#LWQUGV,2022-07-21,5121
#LWQUGV,2022-07-22,3342
#LWQUGV,2022-07-23,1006
#LWQUGV,2022-07-24,29
#LWQUGV,2022-07-25,5357
#LWQUGV,2022-07-26,4026
#LWQUGV,2022-07-28,32
#LWQUGV,2022-08-01,19
#LWQUGV,2022-08-02,5251
#LWQUGV,2022-08-03,6
#LWQUGV,2022-08-05,2359
#LWQUGV,2022-08-06,1247
#LWQUGV,2022-08-07,1217
#LWQUGV,2022-08-08,1668
#LWQUGV,2022-08-10,2396
#LWQUGV,2022-08-11,29
#LWQUGV,2022-08-12,3721
#LWQUGV,2022-08-13,4392
#LWQUGV,2022-08-14,493
#LWQUGV,2022-08-15,3097
#LWQUGV,2022-08-16,7596
#LWQUGV,2022-08-17,1600
#LWQUGV,2022-08-18,2960
#LWQUGV,2022-08-19,9967
#LWQUGV,2022-08-20,10937
#LWQUGV,2022-08-21,1487
#LWQUGV,2022-08-22,4107
