ID,collect_datetime,step_count
#LWQUGV,2022-08-23,4324
#LWQUGV,2022-08-24,3354
#LWQUGV,2022-08-25,5049
#LWQUGV,2022-08-26,24
#MBBOVB,2022-07-15,18417
#MBBOVB,2022-07-16,230
#MBBOVB,2022-07-17,2463
#MBBOVB,2022-07-18,19278
#MBBOVB,2022-07-19,15575
#MBBOVB,2022-07-20,15708
#MBBOVB,2022-07-22,9914
#MBBOVB,2022-07-23,1281
#MBBOVB,2022-07-24,92
#MBBOVB,2022-07-25,5808
#MBBOVB,2022-07-26,4171
#MBBOVB,2022-07-27,10894
#MBBOVB,2022-07-28,14
#MBBOVB,2022-07-29,184
#MBBOVB,2022-07-30,5818
#MBBOVB,2022-07-31,764
#MBBOVB,2022-08-03,7136
#MBBOVB,2022-08-04,469
#MBBOVB,2022-08-05,1316
#MBBOVB,2022-08-06,8045
#MBBOVB,2022-08-07,263
#MBBOVB,2022-08-10,4134
#MBBOVB,2022-08-11,803
#MBBOVB,2022-08-14,1791
#MBBOVB,2022-08-15,7410
#MBBOVB,2022-08-17,17
#MBBOVB,2022-08-18,8424
#MBBOVB,2022-08-19,11504
#MBBOVB,2022-08-22,5484
#MBBOVB,2022-08-23,9104
#MBBOVB,2022-08-24,62
#MECCZU,2022-07-14,56
#MECCZU,2022-07-15,31
#MECCZU,2022-07-17,4368
#MECCZU,2022-07-21,899
#MECCZU,2022-07-22,9502
#MECCZU,2022-07-23,65
#MECCZU,2022-07-24,4561
#MECCZU,2022-07-25,2773
#MECCZU,2022-07-26,64
#MECCZU,2022-07-28,41
#MECCZU,2022-07-30,50
#MECCZU,2022-08-02,1554
#MECCZU,2022-08-03,3308
#MECCZU,2022-08-04,4253
#MECCZU,2022-08-05,197
#MECCZU,2022-08-07,520
#MECCZU,2022-08-08,1805
#MECCZU,2022-08-09,1533
#MECCZU,2022-08-11,3208
#MECCZU,2022-08-14,36
#MECCZU,2022-08-16,3680
#MECCZU,2022-08-17,63
#MECCZU,2022-08-20,77
#MECCZU,2022-08-22,3983
#MLSTQB,2022-07-16,677
#MLSTQB,2022-07-17,1880
#MLSTQB,2022-07-18,1580
#MLSTQB,2022-07-20,3486
#MLSTQB,2022-07-21,1616
#MLSTQB,2022-07-26,237
#MLSTQB,2022-07-30,65
#MLSTQB,2022-08-02,2518
#MLSTQB,2022-08-11,16
#MLSTQB,2022-08-21,135
#MSBFJF,2022-07-27,100
#MSBFJF,2022-07-28,23
#MSBFJF,2022-07-29,87
#MXMPCG,2022-07-18,5430
#MXMPCG,2022-07-21,8110
#NFPTQD,2022-08-03,804
#NFPTQD,2022-08-04,3310
#NFPTQD,2022-08-06,1287
#NFPTQD,2022-08-07,2619
#NFPTQD,2022-08-11,1141
#NFPTQD,2022-08-12,1966
#NFPTQD,2022-08-13,1329
#NFPTQD,2022-08-24,7567
#NGVUYX,2022-07-22,8
#NGVUYX,2022-07-23,34
#NLNFZG,2022-07-20,12210
#NLNFZG,2022-07-22,14996
#NMFCIG,2022-07-28,636
#NNTMFM,2022-07-22,59
#NNTMFM,2022-07-23,151
#NNTMFM,2022-07-24,158
#NNTMFM,2022-07-25,18
#NNTMFM,2022-07-26,49
#NNTMFM,2022-07-31,45
#NNTMFM,2022-08-03,33
#NNTMFM,2022-08-08,33
#NNTMFM,2022-08-09,10
#NNTMFM,2022-08-10,18
#NNTMFM,2022-08-11,152
#NNTMFM,2022-08-24,4
#NPYNVO,2022-07-16,6145
#NPYNVO,2022-07-17,264
#NPYNVO,2022-07-20,3356
#NPYNVO,2022-07-21,13884
#NPYNVO,2022-07-23,6549
#NPYNVO,2022-07-25,7757
#NPYNVO,2022-07-26,1141
#NPYNVO,2022-07-27,5437
#NPYNVO,2022-07-29,166
#NPYNVO,2022-07-30,9964
#NPYNVO,2022-08-01,50
#NQLSEW,2022-07-18,3812
#NQLSEW,2022-07-19,3084
#NQLSEW,2022-07-20,3348
#NQLSEW,2022-07-21,4014
#NQLSEW,2022-07-22,4356
#NQLSEW,2022-07-24,7013
#NQLSEW,2022-07-25,2716
#NQLSEW,2022-07-26,2514
#NQLSEW,2022-07-27,2039
#NQLSEW,2022-08-01,1727
#NQLSEW,2022-08-10,3629
#NSSMHA,2022-07-15,5092
#NSSMHA,2022-07-16,2512
#NSSMHA,2022-07-17,9
#NSSMHA,2022-07-18,6000
#NSSMHA,2022-07-20,6731
#NSSMHA,2022-07-28,2945
#NUIRAS,2022-07-22,6768
#NUIRAS,2022-07-24,75
#NUIRAS,2022-07-26,7
#NUIRAS,2022-07-27,61
#NUIRAS,2022-07-28,157
#NUIRAS,2022-07-29,36
#NUIRAS,2022-07-30,220
#NUIRAS,2022-07-31,33
#NUIRAS,2022-08-01,225
#NUIRAS,2022-08-03,43
#NUIRAS,2022-08-08,3196
#NUIRAS,2022-08-09,25
#NUIRAS,2022-08-10,20
#NUIRAS,2022-08-11,4022
#NUIRAS,2022-08-12,355
#NUIRAS,2022-08-15,3623
#NUIRAS,2022-08-16,420
#NUIRAS,2022-08-17,865
#NUIRAS,2022-08-18,4130
#NUIRAS,2022-08-19,9248
#NUIRAS,2022-08-21,274
#NUIRAS,2022-08-22,2803
#NUIRAS,2022-08-23,18
#NUIRAS,2022-08-24,167
#NVEULE,2022-07-26,1380
#NVEULE,2022-08-11,75
#OAZBYI,2022-07-16,7814
#OAZBYI,2022-07-17,882
#OAZBYI,2022-07-18,4486
#OAZBYI,2022-07-19,3776
#OAZBYI,2022-07-20,2740
#OAZBYI,2022-07-22,5477
#OAZBYI,2022-07-23,647
#OAZBYI,2022-07-26,2354
#OAZBYI,2022-07-27,1339
#OAZBYI,2022-07-29,1244
#OAZBYI,2022-07-31,642
#OAZBYI,2022-08-01,4517
#OAZBYI,2022-08-07,12
#OAZBYI,2022-08-13,348
#OAZBYI,2022-08-16,1761
#OCSNBT,2022-07-30,35
#ODCPPO,2022-07-19,2969
#ODCPPO,2022-07-20,81
#ODCPPO,2022-07-21,15718
#ODCPPO,2022-07-22,12883
#ODCPPO,2022-07-24,223
#ODCPPO,2022-07-25,13342
#ODCPPO,2022-07-26,15356
#ODCPPO,2022-07-27,3325
#ODCPPO,2022-07-28,6353
#ODCPPO,2022-08-02,14062
#ODCPPO,2022-08-11,14246
#ODCPPO,2022-08-12,24
#ODCPPO,2022-08-13,15157
#ODCPPO,2022-08-16,15918
#ODCPPO,2022-08-17,9
#ODCPPO,2022-08-18,19
#ODCPPO,2022-08-19,592
#ODCPPO,2022-08-24,18
#ODCPPO,2022-08-26,194
#OPLOII,2022-07-20,2410
#OPQISQ,2022-07-15,6604
#OPQISQ,2022-07-16,38
#OPQISQ,2022-07-20,3478
#OPQISQ,2022-07-22,7037
#OPQISQ,2022-07-23,151
#OPQISQ,2022-07-24,2012
#OPQISQ,2022-07-25,51
#OPQISQ,2022-07-26,762
#OPQISQ,2022-07-27,20
#OPQISQ,2022-07-28,32
#OPQISQ,2022-07-29,197
#OPQISQ,2022-07-30,25
#OPQISQ,2022-08-01,26
#OPQISQ,2022-08-02,604
#OPQISQ,2022-08-03,63
#OPQISQ,2022-08-04,681
#OPQISQ,2022-08-06,85
#OPQISQ,2022-08-07,33
#OPQISQ,2022-08-08,79
#OPQISQ,2022-08-09,323
#OPQISQ,2022-08-10,223
#OPQISQ,2022-08-11,70
#OPQISQ,2022-08-13,70
#OPQISQ,2022-08-16,2012
#OPQISQ,2022-08-17,15
#OPQISQ,2022-08-18,4504
#OPQISQ,2022-08-19,17
#OPQISQ,2022-08-21,16
#OPQISQ,2022-08-22,742
#OPQISQ,2022-08-23,4812
#OPQISQ,2022-08-24,2936
#OPQISQ,2022-08-25,3124
#OQJTQJ,2022-07-26,16116
#OQJTQJ,2022-07-27,12198
#OQJTQJ,2022-07-28,9632
#OQJTQJ,2022-07-29,388
#OQJTQJ,2022-07-30,6396
#OQJTQJ,2022-08-02,56
#OQJTQJ,2022-08-03,3690
#OQJTQJ,2022-08-05,4505
#OQJTQJ,2022-08-25,28
#OQJTQJ,2022-08-26,175
#ORMLHE,2022-07-28,718
#ORMLHE,2022-07-29,1016
#ORMLHE,2022-07-31,15
#ORMLHE,2022-08-12,1938
#ORMLHE,2022-08-14,323
#ORMLHE,2022-08-21,12825
#OSIARP,2022-07-21,5795
#OSMFRU,2022-08-08,4417
#OSMFRU,2022-08-10,1719
#OSMFRU,2022-08-11,182
#OSMFRU,2022-08-12,201
#OUCQEF,2022-07-15,27
#OUCQEF,2022-07-16,622
#OUCQEF,2022-07-17,316
#OUCQEF,2022-07-18,700
#OUCQEF,2022-07-19,3179
#OUCQEF,2022-07-20,4126
#OUCQEF,2022-07-21,4947
#OUCQEF,2022-07-22,6377
#OUCQEF,2022-07-23,47
#OUCQEF,2022-07-24,9
#OUCQEF,2022-07-25,4626
#OUCQEF,2022-07-26,3601
#OUCQEF,2022-07-27,2655
#OUCQEF,2022-07-30,6581
#OUCQEF,2022-08-07,358
#OUCQEF,2022-08-09,4475
#OUCQEF,2022-08-11,26
#OUCQEF,2022-08-22,10095
#OUCQEF,2022-08-23,2617
#OUCQEF,2022-08-24,3727
#OUCQEF,2022-08-25,9994
#OUCQEF,2022-08-26,150
#OVFQBV,2022-07-15,1848
#OVFQBV,2022-07-16,1361
#OVFQBV,2022-07-17,3562
#OVFQBV,2022-07-18,10078
#OVFQBV,2022-07-19,6953
#OVFQBV,2022-07-20,9624
#OVFQBV,2022-07-21,6470
#OVFQBV,2022-07-22,6338
#OVFQBV,2022-07-25,3711
#OVFQBV,2022-07-26,194
#OVFQBV,2022-07-27,8724
#OVFQBV,2022-07-28,9286
#OVFQBV,2022-07-29,119
#OVFQBV,2022-07-31,1698
#OVFQBV,2022-08-01,6717
#OVFQBV,2022-08-02,58
#OVFQBV,2022-08-03,41
#OVFQBV,2022-08-04,9554
#OVFQBV,2022-08-05,2799
#OVFQBV,2022-08-07,2147
#OVFQBV,2022-08-08,63
#OVFQBV,2022-08-09,148
#OVFQBV,2022-08-10,21
#OVFQBV,2022-08-11,5184
#OVFQBV,2022-08-12,10058
#OVFQBV,2022-08-16,6
#OVFQBV,2022-08-23,8210
#PBIOUO,2022-07-16,73
#PELXYS,2022-07-19,74
#PELXYS,2022-07-20,4757
#PELXYS,2022-07-21,15
#PELXYS,2022-07-22,6324
#PELXYS,2022-07-23,1789
#PELXYS,2022-07-31,186
#PJZXJV,2022-07-20,4714
#PJZXJV,2022-07-21,369
#PPKKCN,2022-07-15,4384
#PPKKCN,2022-07-16,2846
#PPKKCN,2022-07-18,1264
#PPKKCN,2022-07-19,10719
#PPKKCN,2022-07-20,5980
#PPKKCN,2022-07-21,4922
#PPKKCN,2022-07-22,6567
#PPKKCN,2022-07-23,6915
#PPKKCN,2022-07-24,14573
#PPKKCN,2022-07-25,14848
#PPKKCN,2022-07-27,9019
#PPKKCN,2022-07-28,6730
#PPKKCN,2022-07-29,3860
#PPKKCN,2022-07-30,2116
#PPKKCN,2022-07-31,474
#PPKKCN,2022-08-03,7362
#PPKKCN,2022-08-05,4393
#PPKKCN,2022-08-06,4097
#PPKKCN,2022-08-07,1514
#PPKKCN,2022-08-09,7602
#PPKKCN,2022-08-11,5393
#PPKKCN,2022-08-13,9094
#PPKKCN,2022-08-14,3475
#PPKKCN,2022-08-15,9115
#PPKKCN,2022-08-16,3450
#PPKKCN,2022-08-17,2930
#PPKKCN,2022-08-18,5384
#PPKKCN,2022-08-20,10350
#PPKKCN,2022-08-21,3572
#PPKKCN,2022-08-22,9839
#PPKKCN,2022-08-23,4535
#PPKKCN,2022-08-24,8168
#PPKKCN,2022-08-25,11155
#PTQTQK,2022-07-16,6344
#PTQTQK,2022-07-17,8610
#PTQTQK,2022-07-18,4762
#PTQTQK,2022-07-20,5941
#PTQTQK,2022-07-23,130
#PTQTQK,2022-07-24,108
#PTQTQK,2022-07-31,19518
#PTQTQK,2022-08-01,71
#PTQTQK,2022-08-07,4489
#PZAQCA,2022-07-14,1249
#PZAQCA,2022-07-15,3579
#PZAQCA,2022-07-16,2215
#PZAQCA,2022-07-17,2242
#PZAQCA,2022-07-18,3998
#PZAQCA,2022-07-19,3178
#PZAQCA,2022-07-20,118
#PZAQCA,2022-07-21,2866
#PZAQCA,2022-07-23,19
#PZAQCA,2022-07-24,3350
#PZAQCA,2022-07-25,21
#PZAQCA,2022-07-26,3029
#PZAQCA,2022-07-27,77
#PZAQCA,2022-07-28,2328
#PZAQCA,2022-07-30,15
#PZAQCA,2022-08-03,74
#PZAQCA,2022-08-04,5208
#PZAQCA,2022-08-06,6723
#PZAQCA,2022-08-09,1729
#PZAQCA,2022-08-15,3506
#PZAQCA,2022-08-16,1835
#PZAQCA,2022-08-17,1965
#PZAQCA,2022-08-19,56
#PZAQCA,2022-08-22,3513
#QCYHCB,2022-07-15,1911
#QCYHCB,2022-07-18,41
#QCYHCB,2022-07-19,7323
#QCYHCB,2022-07-20,4707
#QCYHCB,2022-07-21,2162
#QCYHCB,2022-07-22,12625
#QCYHCB,2022-07-23,3705
#QCYHCB,2022-07-25,1870
#QCYHCB,2022-07-26,1963
#QCYHCB,2022-07-28,5492
#QCYHCB,2022-07-29,2272
#QCYHCB,2022-07-30,338
#QCYHCB,2022-07-31,4438
#QCYHCB,2022-08-01,222
#QCYHCB,2022-08-04,4307
#QCYHCB,2022-08-05,755
#QCYHCB,2022-08-07,44
#QCYHCB,2022-08-08,76
#QCYHCB,2022-08-11,78
#QCYHCB,2022-08-14,1506
#QDOANU,2022-07-15,5294
#QDOANU,2022-07-16,1132
#QDOANU,2022-07-18,1969
#QDOANU,2022-07-19,2519
#QDOANU,2022-07-20,1392
#QDOANU,2022-07-21,3190
#QDOANU,2022-07-22,6411
#QDOANU,2022-07-24,3166
#QDOANU,2022-07-25,2539
#QDOANU,2022-07-27,395
#QDOANU,2022-07-28,136
#QDOANU,2022-07-29,3833
#QDOANU,2022-07-30,1415
#QDOANU,2022-08-01,2101
#QDOANU,2022-08-02,1956
#QDOANU,2022-08-04,1249
#QDOANU,2022-08-05,101
#QDOANU,2022-08-06,2434
#QDOANU,2022-08-08,1803
#QDOANU,2022-08-09,1028
#QHJYKH,2022-08-02,508
#QHVIKJ,2022-07-24,766
#QHVIKJ,2022-08-12,13
#QHVIKJ,2022-08-21,452
#QHVIKJ,2022-08-22,127
#QHVIKJ,2022-08-23,7083
#QHVIKJ,2022-08-24,7066
#QHVIKJ,2022-08-25,5384
#QIOVJN,2022-07-20,7867
#QIOVJN,2022-07-21,7715
#QIOVJN,2022-07-22,8704
#QIOVJN,2022-07-23,15064
#QIOVJN,2022-07-24,3299
#QIOVJN,2022-07-27,54
#QIOVJN,2022-07-28,2317
#QIOVJN,2022-08-04,4235
#QIOVJN,2022-08-07,1744
#QLJNSM,2022-08-07,14993
#QLJNSM,2022-08-08,7787
#QLJNSM,2022-08-09,4593
#QLJNSM,2022-08-10,8189
#QLJNSM,2022-08-11,11246
#QLJNSM,2022-08-12,5976
#QLJNSM,2022-08-13,2980
#QLJNSM,2022-08-14,9879
#QLJNSM,2022-08-15,11050
#QLJNSM,2022-08-16,2323
#QLJNSM,2022-08-17,15370
#QLJNSM,2022-08-18,6739
#QLJNSM,2022-08-19,5852
#QLJNSM,2022-08-20,3533
#QLJNSM,2022-08-21,12906
#QLJNSM,2022-08-22,5366
#QLJNSM,2022-08-23,10837
#QLJNSM,2022-08-24,10021
#QLJNSM,2022-08-25,9888
#QLJNSM,2022-08-26,756
#QMWDAI,2022-07-18,3889
#QQFNCX,2022-07-14,208
#QQFNCX,2022-07-15,353
#QQFNCX,2022-07-17,8
#QQFNCX,2022-08-01,345
#QTTSUI,2022-07-18,7932
#RBLOCE,2022-08-11,8
#RBLOCE,2022-08-12,55
#RBLOCE,2022-08-13,433
#RBLOCE,2022-08-14,115
#RBLOCE,2022-08-15,1357
#RBLOCE,2022-08-16,8
#RBLOCE,2022-08-17,85
#RBLOCE,2022-08-18,138
#RBLOCE,2022-08-19,451
#RBLOCE,2022-08-20,826
#RBLOCE,2022-08-21,2444
#RBLOCE,2022-08-22,6293
#RBLOCE,2022-08-23,4179
#RBLOCE,2022-08-24,4439
#RBLOCE,2022-08-25,4287
#RBLOCE,2022-08-26,29
#RFNJIU,2022-08-01,2675
#RFNJIU,2022-08-02,5861
#RFNJIU,2022-08-03,2519
#RFNJIU,2022-08-04,3567
#RFNJIU,2022-08-05,7464
#RFNJIU,2022-08-06,9693
#RFNJIU,2022-08-07,5249
#RFNJIU,2022-08-08,5573
#RFNJIU,2022-08-09,1088
#RFNJIU,2022-08-10,5276
#RFNJIU,2022-08-11,4756
#RFNJIU,2022-08-12,2910
#RFNJIU,2022-08-13,77
#RFNJIU,2022-08-14,1194
#RFNJIU,2022-08-16,2208
#RFNJIU,2022-08-18,2054
#RFNJIU,2022-08-19,7422
#RFNJIU,2022-08-20,8440
#RFNJIU,2022-08-22,4156
#RFNJIU,2022-08-23,4945
#RFNJIU,2022-08-24,7926
#RFNJIU,2022-08-25,4796
#RFNJIU,2022-08-26,6
#RGHSWC,2022-07-27,240
#RGHSWC,2022-08-04,45
#RGHSWC,2022-08-06,372
#RGHSWC,2022-08-07,279
#RGHSWC,2022-08-09,150
#RGHSWC,2022-08-12,168
#RGHSWC,2022-08-13,463
#RGHSWC,2022-08-14,203
#RGHSWC,2022-08-18,4651
#RGHSWC,2022-08-19,68
#RICLAP,2022-07-15,21
#RICLAP,2022-07-16,57
#RICLAP,2022-07-17,37
#RICLAP,2022-07-19,3587
#RICLAP,2022-07-20,1538
#RICLAP,2022-07-21,1321
#RICLAP,2022-07-22,4141
#RICLAP,2022-07-23,152
#RICLAP,2022-07-25,3703
#RICLAP,2022-07-26,6426
#RICLAP,2022-07-27,4862
#RICLAP,2022-07-28,5846
#RICLAP,2022-07-29,404
#RICLAP,2022-07-30,235
#RICLAP,2022-07-31,51
#RICLAP,2022-08-01,7897
#RICLAP,2022-08-02,5704
#RICLAP,2022-08-03,2798
#RICLAP,2022-08-04,1680
#RICLAP,2022-08-07,71
#RICLAP,2022-08-08,3033
#RICLAP,2022-08-09,7002
#RICLAP,2022-08-10,2599
#RICLAP,2022-08-11,2333
#RICLAP,2022-08-12,1796
#RICLAP,2022-08-13,2083
#RICLAP,2022-08-15,5425
#RICLAP,2022-08-16,4587
#RICLAP,2022-08-17,3318
#RICLAP,2022-08-18,657
#RICLAP,2022-08-22,68
#RICLAP,2022-08-24,2052
#RLGZRR,2022-07-15,1115
#RLGZRR,2022-07-16,12277
#RLGZRR,2022-07-17,8
#RLGZRR,2022-07-18,1097
#RLGZRR,2022-07-19,7083
#RLGZRR,2022-07-20,518
#RLGZRR,2022-07-21,1026
#RLGZRR,2022-07-28,359
#RLGZRR,2022-07-30,7
#RLGZRR,2022-08-02,31
#RLGZRR,2022-08-04,8
#RLGZRR,2022-08-05,3428
#RLGZRR,2022-08-06,16
#RLGZRR,2022-08-07,11
#RLGZRR,2022-08-09,33
#RLGZRR,2022-08-10,71
#RLGZRR,2022-08-20,711
#RLGZRR,2022-08-23,138
#RPFIEI,2022-07-17,5055
#RPFIEI,2022-07-18,9348
#RPFIEI,2022-07-19,15386
#RPFIEI,2022-07-23,180
#RQJGFH,2022-07-21,9337
#RQJGFH,2022-07-23,12286
#RQJGFH,2022-07-24,6396
#RQJGFH,2022-07-25,3204
#RQJGFH,2022-07-26,5270
#RQJGFH,2022-07-27,9207
#RQJGFH,2022-07-28,19172
#RQJGFH,2022-07-29,12248
#RQJGFH,2022-07-30,16585
#RQJGFH,2022-07-31,9705
#RQJGFH,2022-08-01,16035
#RQJGFH,2022-08-02,12142
#RQJGFH,2022-08-03,4441
#RQJGFH,2022-08-04,8959
#RQJGFH,2022-08-05,8202
#RQJGFH,2022-08-06,3514
#RQJGFH,2022-08-07,3661
#RQJGFH,2022-08-08,7089
#RQJGFH,2022-08-09,8802
#RQJGFH,2022-08-10,8475
#RQJGFH,2022-08-11,14064
#RQJGFH,2022-08-12,8542
#RQJGFH,2022-08-13,3529
#RQJGFH,2022-08-14,13829
#RQJGFH,2022-08-15,1353
#RQJGFH,2022-08-16,9961
#RQJGFH,2022-08-17,3874
#RQJGFH,2022-08-18,14163
#RQJGFH,2022-08-19,4283
#RQJGFH,2022-08-20,2321
#RQJGFH,2022-08-21,26581
#RQJGFH,2022-08-22,10220
#RQJGFH,2022-08-23,6803
#RQJGFH,2022-08-24,10741
#RQJGFH,2022-08-25,7925
#RSBNZE,2022-07-17,324
#RSBNZE,2022-07-18,110
#RSHHNP,2022-07-22,854
#RSHHNP,2022-07-23,3619
#RSHHNP,2022-07-25,552
#RSHHNP,2022-07-28,5431
#RSHHNP,2022-07-29,2922
#RSHHNP,2022-07-30,15
#RSHHNP,2022-08-03,2864
#RSHHNP,2022-08-05,345
#RSHHNP,2022-08-06,1460
#RSHHNP,2022-08-07,239
#RTZCOB,2022-07-17,2326
#RTZCOB,2022-07-18,7653
#RTZCOB,2022-07-19,9735
#RTZCOB,2022-07-20,8451
#RTZCOB,2022-07-21,7368
#RTZCOB,2022-07-24,16
#RTZCOB,2022-07-26,1013
#RTZCOB,2022-08-02,3424
#RTZCOB,2022-08-03,22
#RTZCOB,2022-08-06,920
#RTZCOB,2022-08-07,507
#RTZCOB,2022-08-10,381
#RTZCOB,2022-08-13,3631
#RTZCOB,2022-08-14,419
#RTZCOB,2022-08-16,4611
#RTZCOB,2022-08-17,100
#RTZCOB,2022-08-18,3512
#RTZCOB,2022-08-19,5538
#RTZCOB,2022-08-21,4883
#RTZCOB,2022-08-22,4968
#RTZCOB,2022-08-23,7238
#RTZCOB,2022-08-24,7193
#RTZCOB,2022-08-25,4218
#RTZCOB,2022-08-26,17
#RWYAMP,2022-07-22,82
#RWYAMP,2022-07-23,9784
#RWYAMP,2022-07-24,162
#RWYAMP,2022-07-25,3903
#RWYAMP,2022-07-26,14487
#RWYAMP,2022-07-27,6013
#RWYAMP,2022-07-29,3931
#RWYAMP,2022-08-01,3020
#RWYAMP,2022-08-02,6014
#RWYAMP,2022-08-03,1991
#RWYAMP,2022-08-04,3043
#RWYAMP,2022-08-05,4495
#RWYAMP,2022-08-06,4606
#RWYAMP,2022-08-07,262
#RWYAMP,2022-08-08,5602
#RWYAMP,2022-08-09,9418
#RWYAMP,2022-08-10,7778
#RWYAMP,2022-08-12,10392
#RWYAMP,2022-08-13,9368
#RWYAMP,2022-08-14,3062
#RWYAMP,2022-08-15,1920
#RWYAMP,2022-08-16,5014
#RWYAMP,2022-08-17,9144
#RWYAMP,2022-08-18,5129
#RWYAMP,2022-08-19,8695
#RWYAMP,2022-08-20,5385
#RWYAMP,2022-08-21,1110
#RWYAMP,2022-08-22,8048
#RWYAMP,2022-08-23,3159
#RWYAMP,2022-08-24,8065
#RWYAMP,2022-08-25,6345
#SEEIRB,2022-07-22,4947
#SKRDZV,2022-07-18,1693
#SKRDZV,2022-07-19,912
#SKRDZV,2022-07-21,1899
#SKRDZV,2022-07-22,2688
#SKRDZV,2022-07-24,491
#SKRDZV,2022-07-28,49
#SKRDZV,2022-07-29,25
#SKRDZV,2022-07-30,39
#SKRDZV,2022-07-31,54
#SKRDZV,2022-08-01,24
#SKRDZV,2022-08-02,22
#SKRDZV,2022-08-03,2695
#SKRDZV,2022-08-04,3323
#SKRDZV,2022-08-05,27
#SKRDZV,2022-08-10,3234
#SKRDZV,2022-08-11,5446
#SKRDZV,2022-08-12,24
#SKRDZV,2022-08-13,618
#SKRDZV,2022-08-20,7052
#SKRDZV,2022-08-22,4642
#STKOGH,2022-07-26,2788
#STKOGH,2022-07-30,1700
#STKOGH,2022-08-09,1711
#STKOGH,2022-08-10,2980
#STKOGH,2022-08-11,3801
#STKOGH,2022-08-12,7753
#STKOGH,2022-08-13,2194
#STKOGH,2022-08-14,1137
#STKOGH,2022-08-15,1590
#STKOGH,2022-08-16,3532
#STKOGH,2022-08-17,2153
#STKOGH,2022-08-18,3921
#STKOGH,2022-08-19,6301
#STKOGH,2022-08-20,2535
#STKOGH,2022-08-21,1675
#STKOGH,2022-08-22,3459
#STKOGH,2022-08-23,5561
#SVYAPH,2022-07-20,3526
#SVYAPH,2022-07-21,4056
#SVYAPH,2022-07-22,5550
#SVYAPH,2022-07-23,2840
#SVYAPH,2022-07-24,3650
#SVYAPH,2022-07-25,3477
#SVYAPH,2022-07-26,1978
#SVYAPH,2022-07-29,5930
#SVYAPH,2022-07-30,2515
#SVYAPH,2022-07-31,8
#SVYAPH,2022-08-01,191
#SVYAPH,2022-08-02,4135
#SVYAPH,2022-08-03,6148
#SVYAPH,2022-08-04,2040
#SVYAPH,2022-08-06,5309
#SVYAPH,2022-08-07,3718
#SVYAPH,2022-08-09,1552
#SVYAPH,2022-08-10,6005
#SVYAPH,2022-08-11,1196
#SVYAPH,2022-08-12,10373
#SVYAPH,2022-08-14,5437
#SVYAPH,2022-08-15,2280
#SVYAPH,2022-08-16,1411
#SVYAPH,2022-08-17,6130
#SVYAPH,2022-08-18,427
#SVYAPH,2022-08-19,192
#SVYAPH,2022-08-20,14
#SVYAPH,2022-08-21,1379
#SVYAPH,2022-08-22,3284
#SVYAPH,2022-08-23,2930
#SVYAPH,2022-08-24,9331
#SVYAPH,2022-08-25,7710
#TBXKMG,2022-07-22,2009
#TBXKMG,2022-07-23,17210
#TBXKMG,2022-07-24,1451
#TBXKMG,2022-07-25,5215
#TBXKMG,2022-07-26,8385
#TBXKMG,2022-07-27,2135
#TBXKMG,2022-07-28,4556
#TBXKMG,2022-07-29,9567
#TBXKMG,2022-07-30,12482
#TBXKMG,2022-07-31,8345
